Detector,Event,Counter,StatusCode,Pdg,Energy,Vx,Vy,Vz,PhotonSum
N,0,591,846,2112,700.088,-0.000892793,-0.0554885,-11261.2,526
P,0,591,846,2112,700.088,-0.000892793,-0.0554885,-11261.2,3
N,0,592,845,2112,770.878,-0.03353,-0.101161,-11261.2,562
P,0,592,845,2112,770.878,-0.03353,-0.101161,-11261.2,6
N,0,593,844,2112,856.043,-0.0704682,0.00920258,-11261.2,605
P,0,593,844,2112,856.043,-0.0704682,0.00920258,-11261.2,16
N,0,594,843,2112,579.376,0.06629,-0.00956357,-11261.2,433
P,0,594,843,2112,579.376,0.06629,-0.00956357,-11261.2,1
N,0,595,842,2112,283.527,-0.0372733,0.0295569,-11261.2,143
P,0,595,842,2112,283.527,-0.0372733,0.0295569,-11261.2,2
N,0,596,841,2112,339.216,0.0459059,-0.0394684,-11261.2,254
P,0,596,841,2112,339.216,0.0459059,-0.0394684,-11261.2,7
N,0,597,840,2112,153.549,-0.0927687,-0.0901512,-11261.2,55
P,0,597,840,2112,153.549,-0.0927687,-0.0901512,-11261.2,1
N,0,598,839,2112,247.722,-0.0535105,0.0314868,-11261.2,146
P,0,598,839,2112,247.722,-0.0535105,0.0314868,-11261.2,0
N,0,599,838,2112,350.023,0.076109,0.0173224,-11261.2,249
P,0,599,838,2112,350.023,0.076109,0.0173224,-11261.2,8
N,0,600,837,2112,273.978,-0.0142236,0.0462193,-11261.2,211
P,0,600,837,2112,273.978,-0.0142236,0.0462193,-11261.2,7
N,0,601,836,2112,445.603,0.0170429,-0.0549289,-11261.2,334
P,0,601,836,2112,445.603,0.0170429,-0.0549289,-11261.2,6
N,0,602,835,2112,561.863,0.0781631,-0.0421086,-11261.2,352
P,0,602,835,2112,561.863,0.0781631,-0.0421086,-11261.2,15
N,0,603,834,2112,145.315,0.00882118,-0.0446029,-11261.2,94
P,0,603,834,2112,145.315,0.00882118,-0.0446029,-11261.2,0
N,0,604,13250336,11,0.0150653,17.73,4.99926,-11329.5,0
P,0,604,13250336,11,0.0150653,17.73,4.99926,-11329.5,0
N,0,605,13250335,-11,0.0117097,17.7286,4.99497,-11329.5,0
P,0,605,13250335,-11,0.0117097,17.7286,4.99497,-11329.5,2
N,0,606,13250346,2212,0.958898,17.3769,4.99629,-11394.3,0
P,0,606,13250346,2212,0.958898,17.3769,4.99629,-11394.3,0
N,0,607,13250356,22,0.00471812,14.1349,4.21083,-11385.7,0
P,0,607,13250356,22,0.00471812,14.1349,4.21083,-11385.7,0
N,0,608,13250337,2112,0.965468,17.3321,5.78587,-11382.7,0
P,0,608,13250337,2112,0.965468,17.3321,5.78587,-11382.7,0
N,0,609,13250365,2112,0.989869,3.44655,-0.553173,-11338.7,0
P,0,609,13250365,2112,0.989869,3.44655,-0.553173,-11338.7,0
N,0,610,13250384,22,0.0017154,15.7512,2.62496,-11309.6,0
P,0,610,13250384,22,0.0017154,15.7512,2.62496,-11309.6,0
N,0,611,13250391,22,0.0171167,13.1436,4.86415,-11328.4,0
P,0,611,13250391,22,0.0171167,13.1436,4.86415,-11328.4,0
N,0,612,13250390,22,0.00694634,13.1467,4.15478,-11327.9,0
P,0,612,13250390,22,0.00694634,13.1467,4.15478,-11327.9,0
N,0,613,13250413,-11,1.63741,3.56771,1.45996,-11261.2,1
P,0,613,13250413,-11,1.63741,3.56771,1.45996,-11261.2,0
N,0,614,13250615,22,0.00206117,24.5542,5.82579,-11322.8,0
P,0,614,13250615,22,0.00206117,24.5542,5.82579,-11322.8,0
N,0,615,13250620,22,0.00101518,2.48833,2.31471,-11283,0
P,0,615,13250620,22,0.00101518,2.48833,2.31471,-11283,0
N,0,616,13250619,22,0.00122,3.29152,2.79038,-11283.7,0
P,0,616,13250619,22,0.00122,3.29152,2.79038,-11283.7,0
N,0,617,13250649,22,0.00143506,3.44444,1.37503,-11299.1,0
P,0,617,13250649,22,0.00143506,3.44444,1.37503,-11299.1,0
N,0,618,13250662,22,0.0160267,3.12464,2.97345,-11304.8,0
P,0,618,13250662,22,0.0160267,3.12464,2.97345,-11304.8,0
N,0,619,13250667,22,0.002409,3.44985,2.01123,-11274.8,0
P,0,619,13250667,22,0.002409,3.44985,2.01123,-11274.8,0
N,0,620,13250725,22,0.00182915,13.7635,1.81272,-11334.4,0
P,0,620,13250725,22,0.00182915,13.7635,1.81272,-11334.4,0
N,0,621,13250724,22,0.00220037,13.3703,1.00828,-11336.6,0
P,0,621,13250724,22,0.00220037,13.3703,1.00828,-11336.6,0
N,0,622,13250721,22,0.00245003,13.1461,1.23156,-11338.6,0
P,0,622,13250721,22,0.00245003,13.1461,1.23156,-11338.6,0
N,0,623,13250720,22,0.016074,14.9431,1.42331,-11337.2,0
P,0,623,13250720,22,0.016074,14.9431,1.42331,-11337.2,0
N,0,624,13250744,22,0.0125902,14.1243,1.80523,-11335.8,0
P,0,624,13250744,22,0.0125902,14.1243,1.80523,-11335.8,0
N,0,625,13250718,22,0.00119403,13.364,4.58741,-11338.9,0
P,0,625,13250718,22,0.00119403,13.364,4.58741,-11338.9,0
N,0,626,13250754,11,0.0210342,13.7305,2.61633,-11331.2,0
P,0,626,13250754,11,0.0210342,13.7305,2.61633,-11331.2,1
N,0,627,13250753,-11,0.00608541,13.7301,2.61412,-11331,0
P,0,627,13250753,-11,0.00608541,13.7301,2.61412,-11331,0
N,0,628,13250765,22,0.00208788,13.1449,4.59657,-11331.6,0
P,0,628,13250765,22,0.00208788,13.1449,4.59657,-11331.6,0
N,0,629,13250764,22,0.0110213,14.5413,3.7826,-11334,0
P,0,629,13250764,22,0.0110213,14.5413,3.7826,-11334,0
N,0,630,13250761,22,0.00108378,14.1358,2.98128,-11333.2,0
P,0,630,13250761,22,0.00108378,14.1358,2.98128,-11333.2,0
N,0,631,13250780,22,0.0012115,13.139,2.79634,-11335.7,0
P,0,631,13250780,22,0.0012115,13.139,2.79634,-11335.7,0
N,0,632,13250781,11,0.0021831,13.7652,2.98967,-11338.7,0
P,0,632,13250781,11,0.0021831,13.7652,2.98967,-11338.7,0
N,0,633,13251210,11,0.00706494,13.7339,1.80603,-11332.2,0
P,0,633,13251210,11,0.00706494,13.7339,1.80603,-11332.2,0
N,0,634,13251218,11,0.0880658,13.1489,2.39627,-11321.2,0
P,0,634,13251218,11,0.0880658,13.1489,2.39627,-11321.2,0
N,0,635,13251242,-11,0.00397005,13.1407,2.64687,-11324.8,0
P,0,635,13251242,-11,0.00397005,13.1407,2.64687,-11324.8,0
N,0,636,13251241,11,0.00712417,13.1448,2.61812,-11325,0
P,0,636,13251241,11,0.00712417,13.1448,2.61812,-11325,0
N,0,637,13251262,22,0.00567552,13.1455,2.40515,-11338.1,0
P,0,637,13251262,22,0.00567552,13.1455,2.40515,-11338.1,0
N,0,638,13251267,22,0.00388993,14.5447,2.57927,-11337.2,0
P,0,638,13251267,22,0.00388993,14.5447,2.57927,-11337.2,0
N,0,639,13251287,22,0.00132338,13.345,2.21728,-11329.2,0
P,0,639,13251287,22,0.00132338,13.345,2.21728,-11329.2,0
N,0,640,13251286,22,0.00510702,13.3354,1.01871,-11333,0
P,0,640,13251286,22,0.00510702,13.3354,1.01871,-11333,0
N,0,641,13251283,11,0.00157989,13.1422,2.56524,-11321.6,0
P,0,641,13251283,11,0.00157989,13.1422,2.56524,-11321.6,0
N,0,642,13251188,22,0.00210044,13.1481,2.65533,-11322.1,0
P,0,642,13251188,22,0.00210044,13.1481,2.65533,-11322.1,0
N,0,643,13251295,22,0.00220492,13.0757,2.70293,-11314.1,0
P,0,643,13251295,22,0.00220492,13.0757,2.70293,-11314.1,0
N,0,644,13251304,22,0.00299708,13.1479,1.4584,-11317.5,0
P,0,644,13251304,22,0.00299708,13.1479,1.4584,-11317.5,0
N,0,645,13251317,-11,0.0031735,13.7675,0.185549,-11332.2,0
P,0,645,13251317,-11,0.0031735,13.7675,0.185549,-11332.2,0
N,0,646,13251322,-11,0.0052808,14.9277,-0.991916,-11333.6,0
P,0,646,13251322,-11,0.0052808,14.9277,-0.991916,-11333.6,0
N,0,647,13251311,22,0.00130583,13.1439,2.41698,-11322.8,0
P,0,647,13251311,22,0.00130583,13.1439,2.41698,-11322.8,0
N,0,648,13251341,11,0.135487,13.3336,2.57836,-11326,0
P,0,648,13251341,11,0.135487,13.3336,2.57836,-11326,1
N,0,649,13251513,22,0.0017515,13.1432,2.81733,-11332.9,0
P,0,649,13251513,22,0.0017515,13.1432,2.81733,-11332.9,0
N,0,650,13251515,11,0.00428127,13.3694,2.20442,-11333.8,0
P,0,650,13251515,11,0.00428127,13.3694,2.20442,-11333.8,1
N,0,651,13250233,-321,97.1789,0.19614,-0.736161,-11261.2,90
P,0,651,13250233,-321,97.1789,0.19614,-0.736161,-11261.2,3
N,0,652,13250232,211,79.8311,0.194673,-0.448696,-11261.2,48
P,0,652,13250232,211,79.8311,0.194673,-0.448696,-11261.2,0
N,0,653,13277277,11,0.00695028,18.4666,-2.36481,-11253.2,0
P,0,653,13277277,11,0.00695028,18.4666,-2.36481,-11253.2,0
N,0,654,13277285,22,53.2215,1.2511,0.716654,-11261.2,58
P,0,654,13277285,22,53.2215,1.2511,0.716654,-11261.2,0
N,0,655,13277284,22,17.0818,1.34835,0.0473371,-11261.2,25
P,0,655,13277284,22,17.0818,1.34835,0.0473371,-11261.2,0
N,0,656,13250228,211,28.8406,-0.236386,-0.241745,-11261.2,17
P,0,656,13250228,211,28.8406,-0.236386,-0.241745,-11261.2,0
N,0,657,13250227,211,27.2802,-1.09465,0.0177849,-11261.2,10
P,0,657,13250227,211,27.2802,-1.09465,0.0177849,-11261.2,0
N,0,658,13305948,22,0.704612,13.8737,-5.99919,-11403.3,0
P,0,658,13305948,22,0.704612,13.8737,-5.99919,-11403.3,0
N,0,659,13305954,22,2.13832,13.148,-6.09575,-11398.9,0
P,0,659,13305954,22,2.13832,13.148,-6.09575,-11398.9,3
N,0,660,13306105,11,1.60142,13.7281,-4.3135,-11403.3,0
P,0,660,13306105,11,1.60142,13.7281,-4.3135,-11403.3,0
N,0,661,13306104,-11,1.14739,13.7267,-4.31228,-11403.3,0
P,0,661,13306104,-11,1.14739,13.7267,-4.31228,-11403.3,0
N,0,662,13305941,2212,1.0433,13.6166,-4.78416,-11403.3,0
P,0,662,13305941,2212,1.0433,13.6166,-4.78416,-11403.3,0
N,0,663,13250221,2112,140.924,-0.0945442,0.0554113,-11261.2,97
P,0,663,13250221,2112,140.924,-0.0945442,0.0554113,-11261.2,0
N,0,664,832,2112,424.792,-0.0795865,-0.0576936,-11261.2,88
P,0,664,832,2112,424.792,-0.0795865,-0.0576936,-11261.2,0
N,0,665,13352766,-211,33.878,0.00822053,1.05186,-11261.2,32
P,0,665,13352766,-211,33.878,0.00822053,1.05186,-11261.2,0
N,0,666,13352744,2212,23.421,-0.946524,-0.511947,-11261.2,11
P,0,666,13352744,2212,23.421,-0.946524,-0.511947,-11261.2,0
N,0,667,13352742,-2212,23.0911,-1.15258,2.29092,-11261.2,8
P,0,667,13352742,-2212,23.0911,-1.15258,2.29092,-11261.2,1
N,0,668,13352741,211,34.9596,0.310942,0.837396,-11261.2,17
P,0,668,13352741,211,34.9596,0.310942,0.837396,-11261.2,0
N,0,669,13352740,-211,15.0829,-1.53342,1.77118,-11261.2,6
P,0,669,13352740,-211,15.0829,-1.53342,1.77118,-11261.2,0
N,0,670,13352734,211,42.8716,0.686775,1.40305,-11261.2,21
P,0,670,13352734,211,42.8716,0.686775,1.40305,-11261.2,2
N,0,671,13352732,2212,82.7491,-1.0766,0.323748,-11261.2,56
P,0,671,13352732,2212,82.7491,-1.0766,0.323748,-11261.2,1
N,0,672,830,2112,183.017,0.0377826,-0.0315468,-11261.2,153
P,0,672,830,2112,183.017,0.0377826,-0.0315468,-11261.2,0
N,0,673,829,2112,985.464,0.0389319,-0.00934293,-11261.2,719
P,0,673,829,2112,985.464,0.0389319,-0.00934293,-11261.2,7
N,0,674,828,2112,401.055,0.0113534,-0.0439381,-11261.2,231
P,0,674,828,2112,401.055,0.0113534,-0.0439381,-11261.2,0
N,0,675,827,2112,405.98,-0.0066764,-0.0427456,-11261.2,307
P,0,675,827,2112,405.98,-0.0066764,-0.0427456,-11261.2,8
N,0,676,826,2112,949.538,0.00361663,-0.0548901,-11261.2,699
P,0,676,826,2112,949.538,0.00361663,-0.0548901,-11261.2,6
N,0,677,825,2112,812.185,-0.00932662,0.0423267,-11261.2,555
P,0,677,825,2112,812.185,-0.00932662,0.0423267,-11261.2,6
N,0,678,824,2112,898.138,0.0566074,-0.00365307,-11261.2,587
P,0,678,824,2112,898.138,0.0566074,-0.00365307,-11261.2,22
N,0,679,823,2112,901.766,-0.0491312,-0.0703872,-11261.2,57
P,0,679,823,2112,901.766,-0.0491312,-0.0703872,-11261.2,3
N,0,680,822,2112,270.567,-0.0604864,-0.0529168,-11261.2,0
P,0,680,822,2112,270.567,-0.0604864,-0.0529168,-11261.2,0
N,0,681,821,2112,231.519,-0.0212269,0.0606606,-11261.2,203
P,0,681,821,2112,231.519,-0.0212269,0.0606606,-11261.2,2
N,0,682,820,2112,925.974,-0.00328731,0.0460666,-11261.2,530
P,0,682,820,2112,925.974,-0.00328731,0.0460666,-11261.2,15
N,0,683,819,2112,586.393,0.037707,-0.079092,-11261.2,422
P,0,683,819,2112,586.393,0.037707,-0.079092,-11261.2,2
N,0,684,818,2112,874.433,0.0777264,-0.00429311,-11261.2,611
P,0,684,818,2112,874.433,0.0777264,-0.00429311,-11261.2,11
N,0,685,817,2112,357.171,0.048869,0.0913219,-11261.2,231
P,0,685,817,2112,357.171,0.048869,0.0913219,-11261.2,0
N,0,686,816,2112,845.493,-0.0848021,-0.0544762,-11261.2,531
P,0,686,816,2112,845.493,-0.0848021,-0.0544762,-11261.2,4
N,0,687,815,2112,126.458,-0.0577658,0.0189498,-11261.2,111
P,0,687,815,2112,126.458,-0.0577658,0.0189498,-11261.2,0
N,0,688,814,2112,131.364,-0.0645475,0.0546513,-11261.2,0
P,0,688,814,2112,131.364,-0.0645475,0.0546513,-11261.2,0
N,0,689,813,2112,165.839,0.0256407,-0.078131,-11261.2,113
P,0,689,813,2112,165.839,0.0256407,-0.078131,-11261.2,2
N,0,690,812,2112,941.817,-0.0404115,-0.00908087,-11261.2,806
P,0,690,812,2112,941.817,-0.0404115,-0.00908087,-11261.2,9
N,0,691,811,2112,240.561,-0.0345671,-0.0705586,-11261.2,148
P,0,691,811,2112,240.561,-0.0345671,-0.0705586,-11261.2,4
N,0,692,15015139,-211,777.598,0.318277,-0.0982183,-11261.2,591
P,0,692,15015139,-211,777.598,0.318277,-0.0982183,-11261.2,7
N,0,693,15015133,321,19.9222,1.46086,-1.37961,-11261.2,8
P,0,693,15015133,321,19.9222,1.46086,-1.37961,-11261.2,0
N,0,694,15015125,2212,101.2,-0.378402,0.141408,-11261.2,57
P,0,694,15015125,2212,101.2,-0.378402,0.141408,-11261.2,1
N,0,695,809,2112,850.386,0.0168337,0.0930882,-11261.2,639
P,0,695,809,2112,850.386,0.0168337,0.0930882,-11261.2,7
N,0,696,808,2112,537.523,-0.0633237,-0.0445416,-11261.2,468
P,0,696,808,2112,537.523,-0.0633237,-0.0445416,-11261.2,4
N,0,697,807,2112,465.402,0.0044178,-0.0447862,-11261.2,342
P,0,697,807,2112,465.402,0.0044178,-0.0447862,-11261.2,5
N,0,698,806,2112,523.544,0.0733626,0.00529987,-11261.2,388
P,0,698,806,2112,523.544,0.0733626,0.00529987,-11261.2,2
N,0,699,805,2112,410.975,0.0473435,-0.00262932,-11261.2,289
P,0,699,805,2112,410.975,0.0473435,-0.00262932,-11261.2,3
N,0,700,804,2112,592.871,0.0478948,-0.0084426,-11261.2,211
P,0,700,804,2112,592.871,0.0478948,-0.0084426,-11261.2,0
N,0,701,803,2112,272.564,0.00304021,0.0514525,-11261.2,176
P,0,701,803,2112,272.564,0.00304021,0.0514525,-11261.2,1
N,0,702,802,2112,891.858,-0.0675487,-0.023958,-11261.2,658
P,0,702,802,2112,891.858,-0.0675487,-0.023958,-11261.2,8
N,0,703,801,2112,552.301,-0.0536235,-0.0219898,-11261.2,341
P,0,703,801,2112,552.301,-0.0536235,-0.0219898,-11261.2,9
N,0,704,800,2112,307.695,-0.0501102,-0.0261793,-11261.2,244
P,0,704,800,2112,307.695,-0.0501102,-0.0261793,-11261.2,0
N,0,705,16027747,22,0.00256855,15.9094,-6.00986,-11278.4,0
P,0,705,16027747,22,0.00256855,15.9094,-6.00986,-11278.4,0
N,0,706,16027689,2112,7.99373,0.416779,1.1667,-11261.2,3
P,0,706,16027689,2112,7.99373,0.416779,1.1667,-11261.2,0
N,0,707,16027684,211,33.0763,1.50691,2.05024,-11261.2,12
P,0,707,16027684,211,33.0763,1.50691,2.05024,-11261.2,0
N,0,708,16027683,-211,4.7664,13.1603,4.09451,-11403.3,0
P,0,708,16027683,-211,4.7664,13.1603,4.09451,-11403.3,0
N,0,709,16031842,22,11.654,1.78246,2.36053,-11261.2,19
P,0,709,16031842,22,11.654,1.78246,2.36053,-11261.2,0
N,0,710,16027678,-211,23.6344,-1.20954,1.27379,-11261.2,14
P,0,710,16027678,-211,23.6344,-1.20954,1.27379,-11261.2,0
N,0,711,16027674,-211,52.068,0.403716,1.63266,-11261.2,36
P,0,711,16027674,-211,52.068,0.403716,1.63266,-11261.2,0
N,0,712,16027671,2212,6.69826,0.3965,0.144703,-11261.2,5
P,0,712,16027671,2212,6.69826,0.3965,0.144703,-11261.2,0
N,0,713,16027670,2112,50.6997,-0.126425,-0.184017,-11261.2,27
P,0,713,16027670,2112,50.6997,-0.126425,-0.184017,-11261.2,1
N,0,714,16056012,22,0.0086275,13.4894,6.01122,-11301.5,0
P,0,714,16056012,22,0.0086275,13.4894,6.01122,-11301.5,0
N,0,715,16056211,22,0.00121513,19.3313,-5.79829,-11341.4,0
P,0,715,16056211,22,0.00121513,19.3313,-5.79829,-11341.4,0
N,0,716,16056226,22,0.0115683,13.3354,1.78194,-11308.5,0
P,0,716,16056226,22,0.0115683,13.3354,1.78194,-11308.5,0
N,0,717,16056254,11,0.00255136,13.1387,-3.55481,-11356,0
P,0,717,16056254,11,0.00255136,13.1387,-3.55481,-11356,0
N,0,718,16056274,22,0.00140882,2.97003,-0.0791629,-11281.6,0
P,0,718,16056274,22,0.00140882,2.97003,-0.0791629,-11281.6,0
N,0,719,16056319,-11,0.0165046,13.1496,3.66519,-11396.1,0
P,0,719,16056319,-11,0.0165046,13.1496,3.66519,-11396.1,1
N,0,720,16056318,11,0.00640874,13.1498,3.63852,-11395.4,0
P,0,720,16056318,11,0.00640874,13.1498,3.63852,-11395.4,0
N,0,721,16056309,22,0.00147932,13.3553,2.57712,-11342.6,0
P,0,721,16056309,22,0.00147932,13.3553,2.57712,-11342.6,0
N,0,722,16056343,-11,0.0692663,13.3496,3.37422,-11374.6,0
P,0,722,16056343,-11,0.0692663,13.3496,3.37422,-11374.6,0
N,0,723,16056342,11,0.023801,13.0748,3.1355,-11369.5,0
P,0,723,16056342,11,0.023801,13.0748,3.1355,-11369.5,0
N,0,724,16056305,22,0.00107401,3.28859,3.11582,-11353,0
P,0,724,16056305,22,0.00107401,3.28859,3.11582,-11353,0
N,0,725,16056393,22,0.0301406,14.1426,2.57548,-11356.5,0
P,0,725,16056393,22,0.0301406,14.1426,2.57548,-11356.5,0
N,0,726,16056391,22,0.00420653,13.1484,1.99031,-11356.2,0
P,0,726,16056391,22,0.00420653,13.1484,1.99031,-11356.2,0
N,0,727,16056389,22,0.00509796,14.1273,1.80661,-11358.7,0
P,0,727,16056389,22,0.00509796,14.1273,1.80661,-11358.7,0
N,0,728,16056415,22,0.00263318,14.1444,2.17602,-11355,0
P,0,728,16056415,22,0.00263318,14.1444,2.17602,-11355,0
N,0,729,16056419,22,0.00493613,13.7256,2.20001,-11354.8,0
P,0,729,16056419,22,0.00493613,13.7256,2.20001,-11354.8,0
N,0,730,16056433,22,0.0147453,13.1454,1.79331,-11354.4,0
P,0,730,16056433,22,0.0147453,13.1454,1.79331,-11354.4,0
N,0,731,16056444,22,0.00426936,14.1348,1.82092,-11358.8,0
P,0,731,16056444,22,0.00426936,14.1348,1.82092,-11358.8,0
N,0,732,16056443,22,0.0014504,13.1447,-0.325896,-11361,0
P,0,732,16056443,22,0.0014504,13.1447,-0.325896,-11361,0
N,0,733,16056429,22,0.00366486,14.525,2.59675,-11358,0
P,0,733,16056429,22,0.00366486,14.525,2.59675,-11358,0
N,0,734,16056453,22,0.00788322,13.1393,2.28174,-11354,0
P,0,734,16056453,22,0.00788322,13.1393,2.28174,-11354,0
N,0,735,16056459,22,0.00491899,13.142,2.52352,-11356.8,0
P,0,735,16056459,22,0.00491899,13.142,2.52352,-11356.8,0
N,0,736,16056464,22,0.0014004,13.1485,2.79887,-11355.6,0
P,0,736,16056464,22,0.0014004,13.1485,2.79887,-11355.6,0
N,0,737,16056466,22,0.00330282,13.143,2.0657,-11351.1,0
P,0,737,16056466,22,0.00330282,13.143,2.0657,-11351.1,0
N,0,738,16056465,22,0.0194744,13.3418,2.2249,-11351.4,0
P,0,738,16056465,22,0.0194744,13.3418,2.2249,-11351.4,0
N,0,739,16056300,22,0.00194058,13.1462,2.14279,-11349.9,0
P,0,739,16056300,22,0.00194058,13.1462,2.14279,-11349.9,0
N,0,740,16056479,22,0.00370852,13.7415,0.623013,-11350.6,0
P,0,740,16056479,22,0.00370852,13.7415,0.623013,-11350.6,0
N,0,741,16056486,-11,0.0116541,13.7548,1.77403,-11348.1,0
P,0,741,16056486,-11,0.0116541,13.7548,1.77403,-11348.1,0
N,0,742,16056499,22,0.00857812,14.5319,2.21648,-11349.9,0
P,0,742,16056499,22,0.00857812,14.5319,2.21648,-11349.9,0
N,0,743,16056498,22,0.0012815,16.1334,1.80331,-11349,0
P,0,743,16056498,22,0.0012815,16.1334,1.80331,-11349,0
N,0,744,16056515,11,0.134348,1.42106,3.20174,-11261.2,0
P,0,744,16056515,11,0.134348,1.42106,3.20174,-11261.2,0
N,0,745,16056590,22,0.00380987,13.9383,-1.45908,-11403.3,0
P,0,745,16056590,22,0.00380987,13.9383,-1.45908,-11403.3,0
N,0,746,16056588,22,0.0113117,14.5549,0.625677,-11395.5,0
P,0,746,16056588,22,0.0113117,14.5549,0.625677,-11395.5,0
N,0,747,16056584,22,0.013673,14.126,0.606031,-11396.4,0
P,0,747,16056584,22,0.013673,14.126,0.606031,-11396.4,0
N,0,748,16056582,22,0.00325434,14.5262,0.206358,-11398.2,0
P,0,748,16056582,22,0.00325434,14.5262,0.206358,-11398.2,0
N,0,749,16056609,11,0.00543483,14.1572,0.615309,-11397.4,0
P,0,749,16056609,11,0.00543483,14.1572,0.615309,-11397.4,0
N,0,750,16056617,22,0.00108964,14.5459,1.37553,-11399.9,0
P,0,750,16056617,22,0.00108964,14.5459,1.37553,-11399.9,0
N,0,751,16056616,22,0.00116152,14.5696,0.606303,-11402.2,0
P,0,751,16056616,22,0.00116152,14.5696,0.606303,-11402.2,0
N,0,752,16056625,22,0.00531489,13.3453,0.620734,-11393.9,0
P,0,752,16056625,22,0.00531489,13.3453,0.620734,-11393.9,0
N,0,753,16056631,22,0.00146541,13.3476,1.38134,-11393.1,0
P,0,753,16056631,22,0.00146541,13.3476,1.38134,-11393.1,0
N,0,754,16056632,22,0.00113809,13.7304,0.996247,-11393.1,0
P,0,754,16056632,22,0.00113809,13.7304,0.996247,-11393.1,0
N,0,755,16056568,22,0.00850551,13.1382,1.19156,-11390.8,0
P,0,755,16056568,22,0.00850551,13.1382,1.19156,-11390.8,0
N,0,756,16056567,22,0.00551904,13.1374,1.19139,-11390.8,0
P,0,756,16056567,22,0.00551904,13.1374,1.19139,-11390.8,0
N,0,757,16056565,11,0.173285,13.1005,1.18678,-11390.1,0
P,0,757,16056565,11,0.173285,13.1005,1.18678,-11390.1,0
N,0,758,16056650,22,0.00113927,14.8845,-0.741244,-11403.3,0
P,0,758,16056650,22,0.00113927,14.8845,-0.741244,-11403.3,0
N,0,759,16056661,22,0.00850398,13.7471,0.978446,-11401.1,0
P,0,759,16056661,22,0.00850398,13.7471,0.978446,-11401.1,0
N,0,760,16056660,22,0.00481157,14.1319,1.01322,-11401.3,0
P,0,760,16056660,22,0.00481157,14.1319,1.01322,-11401.3,0
N,0,761,16056678,22,0.0520205,13.519,2.95378,-11403.3,0
P,0,761,16056678,22,0.0520205,13.519,2.95378,-11403.3,0
N,0,762,16056677,22,0.00369337,13.3622,3.0954,-11403.3,0
P,0,762,16056677,22,0.00369337,13.3622,3.0954,-11403.3,0
N,0,763,16056687,22,0.00678255,13.3546,4.97709,-11400.3,0
P,0,763,16056687,22,0.00678255,13.3546,4.97709,-11400.3,0
N,0,764,16056781,22,0.00132872,-0.327698,2.21684,-11261.2,0
P,0,764,16056781,22,0.00132872,-0.327698,2.21684,-11261.2,0
N,0,765,16056716,2212,5.42233,1.69955,2.24418,-11261.2,0
P,0,765,16056716,2212,5.42233,1.69955,2.24418,-11261.2,0
N,0,766,16055992,211,68.7693,-0.251284,0.732352,-11261.2,46
P,0,766,16055992,211,68.7693,-0.251284,0.732352,-11261.2,1
N,0,767,16068395,22,0.642215,-1.05975,2.51405,-11261.2,0
P,0,767,16068395,22,0.642215,-1.05975,2.51405,-11261.2,0
N,0,768,16055990,-211,20.6189,2.09448,-0.26057,-11261.2,18
P,0,768,16055990,-211,20.6189,2.09448,-0.26057,-11261.2,2
N,0,769,16055988,-211,7.09225,0.852201,-0.660332,-11261.2,3
P,0,769,16055988,-211,7.09225,0.852201,-0.660332,-11261.2,0
N,0,770,16055986,2112,190.056,0.463153,-0.665818,-11261.2,140
P,0,770,16055986,2112,190.056,0.463153,-0.665818,-11261.2,5
N,0,771,797,2112,660.309,-0.105341,-0.0242899,-11261.2,530
P,0,771,797,2112,660.309,-0.105341,-0.0242899,-11261.2,5
N,0,772,796,2112,902.623,-0.0411894,-0.00972419,-11261.2,638
P,0,772,796,2112,902.623,-0.0411894,-0.00972419,-11261.2,9
N,0,773,795,2112,358.276,-0.0277959,-0.0532118,-11261.2,231
P,0,773,795,2112,358.276,-0.0277959,-0.0532118,-11261.2,3
N,0,774,794,2112,148.796,0.0377515,-0.0217863,-11261.2,126
P,0,774,794,2112,148.796,0.0377515,-0.0217863,-11261.2,0
N,0,775,793,2112,373.603,0.0126075,0.0753688,-11261.2,210
P,0,775,793,2112,373.603,0.0126075,0.0753688,-11261.2,2
N,0,776,792,2112,642.548,-0.04025,-0.0271355,-11261.2,436
P,0,776,792,2112,642.548,-0.04025,-0.0271355,-11261.2,6
N,0,777,16577491,-211,98.4223,0.50232,-0.679349,-11261.2,103
P,0,777,16577491,-211,98.4223,0.50232,-0.679349,-11261.2,0
N,0,778,16600211,11,0.00644805,13.1481,0.589239,-11345.2,0
P,0,778,16600211,11,0.00644805,13.1481,0.589239,-11345.2,0
N,0,779,16600216,11,0.00722093,13.1418,2.19342,-11331.2,0
P,0,779,16600216,11,0.00722093,13.1418,2.19342,-11331.2,0
N,0,780,16600225,22,0.0119217,13.3504,4.9783,-11333,0
P,0,780,16600225,22,0.0119217,13.3504,4.9783,-11333,0
N,0,781,16600224,22,0.00277316,13.149,3.84984,-11331.3,0
P,0,781,16600224,22,0.00277316,13.149,3.84984,-11331.3,0
N,0,782,16600235,-11,0.0181572,13.3639,3.81855,-11338.7,0
P,0,782,16600235,-11,0.0181572,13.3639,3.81855,-11338.7,0
N,0,783,16600245,22,0.0308397,13.3583,4.17845,-11339.2,0
P,0,783,16600245,22,0.0308397,13.3583,4.17845,-11339.2,0
N,0,784,16600251,-11,0.00610607,13.1426,3.94819,-11332.7,0
P,0,784,16600251,-11,0.00610607,13.1426,3.94819,-11332.7,0
