Detector,Event,Counter,StatusCode,Pdg,Energy,Vx,Vy,Vz,PhotonSum
N,0,3242,69116316,22,0.00285932,3.52639,3.07362,-11264.2,0
P,0,3242,69116316,22,0.00285932,3.52639,3.07362,-11264.2,0
N,0,3243,69116337,22,0.13548,1.34931,3.43945,-11270.9,0
P,0,3243,69116337,22,0.13548,1.34931,3.43945,-11270.9,0
N,0,3244,69116328,2112,1.22055,1.19217,3.45099,-11272.2,0
P,0,3244,69116328,2112,1.22055,1.19217,3.45099,-11272.2,0
N,0,3245,69116326,1000010030,2.93757,2.00876,3.45338,-11270.2,0
P,0,3245,69116326,1000010030,2.93757,2.00876,3.45338,-11270.2,0
N,0,3246,69116379,2112,0.970883,3.01428,3.52945,-11266.8,0
P,0,3246,69116379,2112,0.970883,3.01428,3.52945,-11266.8,0
N,0,3247,69116413,211,0.23671,2.17389,3.43335,-11284,0
P,0,3247,69116413,211,0.23671,2.17389,3.43335,-11284,0
N,0,3248,69113777,211,0.336323,0.228334,3.44406,-11262.3,0
P,0,3248,69113777,211,0.336323,0.228334,3.44406,-11262.3,0
N,0,3249,69113776,2112,1.2872,0.877181,3.4523,-11263.6,0
P,0,3249,69113776,2112,1.2872,0.877181,3.4523,-11263.6,0
N,0,3250,69116490,22,8.11259,1.10284,-1.29609,-11261.2,5
P,0,3250,69116490,22,8.11259,1.10284,-1.29609,-11261.2,0
N,0,3251,69116489,22,23.1217,-0.247214,-0.658206,-11261.2,15
P,0,3251,69116489,22,23.1217,-0.247214,-0.658206,-11261.2,0
N,0,3252,69125658,22,0.0135557,18.1385,-5.01575,-11358.2,0
P,0,3252,69125658,22,0.0135557,18.1385,-5.01575,-11358.2,0
N,0,3253,69125667,22,0.00150841,18.9427,-3.41762,-11358.1,0
P,0,3253,69125667,22,0.00150841,18.9427,-3.41762,-11358.1,0
N,0,3254,69125652,22,0.00156784,18.5593,-5.41695,-11358.6,0
P,0,3254,69125652,22,0.00156784,18.5593,-5.41695,-11358.6,0
N,0,3255,69125690,22,0.00233281,3.52074,-1.59802,-11325.6,0
P,0,3255,69125690,22,0.00233281,3.52074,-1.59802,-11325.6,0
N,0,3256,69125689,22,0.00566719,3.28625,-1.67238,-11325.6,0
P,0,3256,69125689,22,0.00566719,3.28625,-1.67238,-11325.6,0
N,0,3257,69125760,22,0.0013666,1.39814,-3.52447,-11286.8,0
P,0,3257,69125760,22,0.0013666,1.39814,-3.52447,-11286.8,0
N,0,3258,69125759,22,0.00350445,1.34744,-3.447,-11286.7,0
P,0,3258,69125759,22,0.00350445,1.34744,-3.447,-11286.7,0
N,0,3259,69125764,-11,0.00672991,3.09518,-3.52615,-11302.7,0
P,0,3259,69125764,-11,0.00672991,3.09518,-3.52615,-11302.7,0
N,0,3260,69113635,-321,86.3052,0.337313,-1.40303,-11261.2,80
P,0,3260,69113635,-321,86.3052,0.337313,-1.40303,-11261.2,0
N,0,3261,69113634,130,14.4048,-0.230788,2.86491,-11261.2,3
P,0,3261,69113634,130,14.4048,-0.230788,2.86491,-11261.2,0
N,0,3262,69113633,211,35.442,0.337009,0.443527,-11261.2,22
P,0,3262,69113633,211,35.442,0.337009,0.443527,-11261.2,3
N,0,3263,69113632,-211,12.622,0.642837,1.96624,-11261.2,13
P,0,3263,69113632,-211,12.622,0.642837,1.96624,-11261.2,0
N,0,3264,69113631,-211,11.0833,0.388113,2.64756,-11261.2,4
P,0,3264,69113631,-211,11.0833,0.388113,2.64756,-11261.2,0
N,0,3265,69113629,211,66.438,0.726476,-0.913293,-11261.2,58
P,0,3265,69113629,211,66.438,0.726476,-0.913293,-11261.2,0
N,0,3266,69170716,22,9.77361,-0.862818,-0.143549,-11261.2,7
P,0,3266,69170716,22,9.77361,-0.862818,-0.143549,-11261.2,0
N,0,3267,69170715,22,24.2658,0.336473,0.426462,-11261.2,21
P,0,3267,69170715,22,24.2658,0.336473,0.426462,-11261.2,0
N,0,3268,69113626,2112,211.522,-0.551692,-0.122566,-11261.2,158
P,0,3268,69113626,2112,211.522,-0.551692,-0.122566,-11261.2,1
N,0,3269,129,2112,138.034,-0.0248633,0.0497818,-11261.2,115
P,0,3269,129,2112,138.034,-0.0248633,0.0497818,-11261.2,0
N,0,3270,128,2112,958.598,0.0171313,-0.0973877,-11261.2,685
P,0,3270,128,2112,958.598,0.0171313,-0.0973877,-11261.2,9
N,0,3271,69399082,211,5.78033,-1.60643,-1.49518,-11261.2,6
P,0,3271,69399082,211,5.78033,-1.60643,-1.49518,-11261.2,0
N,0,3272,69399558,-211,0.824106,3.29374,-3.12673,-11265.3,0
P,0,3272,69399558,-211,0.824106,3.29374,-3.12673,-11265.3,0
N,0,3273,69399686,22,0.14256,3.42451,-1.2079,-11265.5,0
P,0,3273,69399686,22,0.14256,3.42451,-1.2079,-11265.5,0
N,0,3274,69399745,22,0.0887309,3.11831,-0.383886,-11323.1,1
P,0,3274,69399745,22,0.0887309,3.11831,-0.383886,-11323.1,0
N,0,3275,69399744,22,0.054228,16.5344,-1.01811,-11309.5,0
P,0,3275,69399744,22,0.054228,16.5344,-1.01811,-11309.5,0
N,0,3276,69399791,22,0.00779866,3.32799,-2.62523,-11261.3,0
P,0,3276,69399791,22,0.00779866,3.32799,-2.62523,-11261.3,0
N,0,3277,69399794,22,0.00219497,3.52176,-2.6224,-11262.8,0
P,0,3277,69399794,22,0.00219497,3.52176,-2.6224,-11262.8,0
N,0,3278,69399798,22,0.00143525,3.52653,-3.03315,-11263.1,0
P,0,3278,69399798,22,0.00143525,3.52653,-3.03315,-11263.1,0
N,0,3279,69399797,22,0.00656475,3.52216,-3.04481,-11263.2,0
P,0,3279,69399797,22,0.00656475,3.52216,-3.04481,-11263.2,0
N,0,3280,69399806,-11,0.0262396,3.52265,-2.63443,-11262.9,0
P,0,3280,69399806,-11,0.0262396,3.52265,-2.63443,-11262.9,0
N,0,3281,69399821,22,0.00601221,16.437,-6.00334,-11314.5,0
P,0,3281,69399821,22,0.00601221,16.437,-6.00334,-11314.5,0
N,0,3282,69399819,22,0.00247076,15.2924,-6.00283,-11315.2,0
P,0,3282,69399819,22,0.00247076,15.2924,-6.00283,-11315.2,0
N,0,3283,69399925,11,0.00908938,13.3326,5.8118,-11294.1,0
P,0,3283,69399925,11,0.00908938,13.3326,5.8118,-11294.1,2
N,0,3284,69399922,22,0.258295,14.9317,-5.3992,-11274.5,0
P,0,3284,69399922,22,0.258295,14.9317,-5.3992,-11274.5,0
N,0,3285,69399912,211,0.535844,3.44562,-3.4267,-11267.6,0
P,0,3285,69399912,211,0.535844,3.44562,-3.4267,-11267.6,0
N,0,3286,69399910,211,1.1411,3.29092,-3.27276,-11267.5,2
P,0,3286,69399910,211,1.1411,3.29092,-3.27276,-11267.5,0
N,0,3287,69399551,-211,0.469729,3.44278,-2.33274,-11263.3,2
P,0,3287,69399551,-211,0.469729,3.44278,-2.33274,-11263.3,0
N,0,3288,69400001,22,0.272035,3.45545,-0.397627,-11265.1,1
P,0,3288,69400001,22,0.272035,3.45545,-0.397627,-11265.1,0
N,0,3289,69399546,211,0.885379,13.333,-2.58173,-11287.3,0
P,0,3289,69399546,211,0.885379,13.333,-2.58173,-11287.3,2
N,0,3290,69399064,211,43.481,0.659765,-0.226886,-11261.2,37
P,0,3290,69399064,211,43.481,0.659765,-0.226886,-11261.2,0
N,0,3291,69408456,22,14.4786,0.436704,1.97402,-11261.2,15
P,0,3291,69408456,22,14.4786,0.436704,1.97402,-11261.2,0
N,0,3292,69412649,-11,9.37314,1.7211,1.22634,-11261.2,7
P,0,3292,69412649,-11,9.37314,1.7211,1.22634,-11261.2,0
N,0,3293,69412648,11,1.84149,2.20219,0.517604,-11261.2,2
P,0,3293,69412648,11,1.84149,2.20219,0.517604,-11261.2,0
N,0,3294,69399058,130,1.2338,13.5582,-0.24232,-11253.2,0
P,0,3294,69399058,130,1.2338,13.5582,-0.24232,-11253.2,0
N,0,3295,69399057,-211,15.3458,-1.87328,0.897341,-11261.2,4
P,0,3295,69399057,-211,15.3458,-1.87328,0.897341,-11261.2,0
N,0,3296,69399054,3222,121.644,0.929111,-0.171621,-11261.2,95
P,0,3296,69399054,3222,121.644,0.929111,-0.171621,-11261.2,1
N,0,3297,126,2112,418.692,0.0518326,0.0770027,-11261.2,436
P,0,3297,126,2112,418.692,0.0518326,0.0770027,-11261.2,0
N,0,3298,125,2112,495.257,-0.045323,-0.0109754,-11261.2,371
P,0,3298,125,2112,495.257,-0.045323,-0.0109754,-11261.2,6
N,0,3299,124,2112,250.723,0.0489156,-0.0196728,-11261.2,203
P,0,3299,124,2112,250.723,0.0489156,-0.0196728,-11261.2,2
N,0,3300,123,2112,904.068,0.0549071,-0.0131423,-11261.2,707
P,0,3300,123,2112,904.068,0.0549071,-0.0131423,-11261.2,8
N,0,3301,69836059,2212,279.556,0.189081,-0.0063543,-11261.2,166
P,0,3301,69836059,2212,279.556,0.189081,-0.0063543,-11261.2,1
N,0,3302,69836057,2112,139.615,-0.0697879,0.086433,-11261.2,118
P,0,3302,69836057,2112,139.615,-0.0697879,0.086433,-11261.2,4
N,0,3303,69836056,-2212,83.4443,-1.08467,0.150619,-11261.2,36
P,0,3303,69836056,-2212,83.4443,-1.08467,0.150619,-11261.2,0
N,0,3304,121,2112,297.632,0.0574169,-0.00941962,-11261.2,244
P,0,3304,121,2112,297.632,0.0574169,-0.00941962,-11261.2,3
N,0,3305,120,2112,571.625,-0.0624711,0.00153962,-11261.2,433
P,0,3305,120,2112,571.625,-0.0624711,0.00153962,-11261.2,5
N,0,3306,70064698,-211,33.8668,-0.159123,-0.0131077,-11261.2,20
P,0,3306,70064698,-211,33.8668,-0.159123,-0.0131077,-11261.2,0
N,0,3307,70068933,22,0.00304264,2.30986,3.12907,-11316.5,0
P,0,3307,70068933,22,0.00304264,2.30986,3.12907,-11316.5,0
N,0,3308,70068932,22,0.00317212,2.23836,3.52624,-11316.2,0
P,0,3308,70068932,22,0.00317212,2.23836,3.52624,-11316.2,0
N,0,3309,70069022,22,0.0161515,14.5318,-5.38827,-11306,0
P,0,3309,70069022,22,0.0161515,14.5318,-5.38827,-11306,0
N,0,3310,70069041,22,0.00299669,3.11565,3.58706,-11276.3,0
P,0,3310,70069041,22,0.00299669,3.11565,3.58706,-11276.3,0
N,0,3311,70069040,22,0.00328507,13.3263,2.1929,-11308.8,0
P,0,3311,70069040,22,0.00328507,13.3263,2.1929,-11308.8,0
N,0,3312,70069062,22,0.00262955,1.53026,3.12446,-11281.1,0
P,0,3312,70069062,22,0.00262955,1.53026,3.12446,-11281.1,0
N,0,3313,70069059,22,0.00334726,15.7299,-1.38886,-11322.1,0
P,0,3313,70069059,22,0.00334726,15.7299,-1.38886,-11322.1,0
N,0,3314,70069326,22,0.00161297,-0.0787374,-2.96728,-11324.7,0
P,0,3314,70069326,22,0.00161297,-0.0787374,-2.96728,-11324.7,0
N,0,3315,70069323,22,0.00122902,13.0564,-5.77397,-11347.2,0
P,0,3315,70069323,22,0.00122902,13.0564,-5.77397,-11347.2,0
N,0,3316,70069377,22,0.00113849,13.7286,0.615026,-11366.5,0
P,0,3316,70069377,22,0.00113849,13.7286,0.615026,-11366.5,0
N,0,3317,70069374,22,0.00245681,-0.378005,-3.0214,-11361.3,0
P,0,3317,70069374,22,0.00245681,-0.378005,-3.0214,-11361.3,0
N,0,3318,70069646,22,0.00352525,13.0836,-6.09648,-11325.4,0
P,0,3318,70069646,22,0.00352525,13.0836,-6.09648,-11325.4,0
N,0,3319,70069699,22,0.00209571,-3.10826,-3.28679,-11303,0
P,0,3319,70069699,22,0.00209571,-3.10826,-3.28679,-11303,0
N,0,3320,70069703,-11,0.0241418,-3.18842,-3.52183,-11302.2,0
P,0,3320,70069703,-11,0.0241418,-3.18842,-3.52183,-11302.2,0
N,0,3321,70069695,2112,1.05739,-2.96255,-3.44804,-11303.1,0
P,0,3321,70069695,2112,1.05739,-2.96255,-3.44804,-11303.1,0
N,0,3322,70069752,22,0.00265016,13.3333,-0.983492,-11321.1,0
P,0,3322,70069752,22,0.00265016,13.3333,-0.983492,-11321.1,0
N,0,3323,70069875,22,0.00471518,2.4957,-2.48062,-11313.3,0
P,0,3323,70069875,22,0.00471518,2.4957,-2.48062,-11313.3,0
N,0,3324,70069918,2112,1.80601,13.7307,1.38977,-11323.8,0
P,0,3324,70069918,2112,1.80601,13.7307,1.38977,-11323.8,0
N,0,3325,70069993,22,0.00170398,19.4545,-6.0066,-11265.5,0
P,0,3325,70069993,22,0.00170398,19.4545,-6.0066,-11265.5,0
N,0,3326,70069992,22,0.00629602,19.4064,-6.00186,-11265.4,0
P,0,3326,70069992,22,0.00629602,19.4064,-6.00186,-11265.4,0
N,0,3327,70070016,22,0.0029738,35.5572,-5.91391,-11303.2,0
P,0,3327,70070016,22,0.0029738,35.5572,-5.91391,-11303.2,0
N,0,3328,70070035,22,0.00135651,16.9554,5.42328,-11324.1,0
P,0,3328,70070035,22,0.00135651,16.9554,5.42328,-11324.1,0
N,0,3329,70070058,22,1.5326,2.32074,0.533037,-11261.2,1
P,0,3329,70070058,22,1.5326,2.32074,0.533037,-11261.2,0
N,0,3330,70070553,-11,0.0108053,13.0596,-5.3267,-11309.2,0
P,0,3330,70070553,-11,0.0108053,13.0596,-5.3267,-11309.2,0
N,0,3331,70070575,-11,0.00398113,2.80517,-3.44682,-11304.5,0
P,0,3331,70070575,-11,0.00398113,2.80517,-3.44682,-11304.5,0
N,0,3332,70070574,11,0.00358487,2.55119,-3.52721,-11304.7,0
P,0,3332,70070574,11,0.00358487,2.55119,-3.52721,-11304.7,0
N,0,3333,70070638,22,0.00143458,-1.98884,-3.28809,-11328.9,0
P,0,3333,70070638,22,0.00143458,-1.98884,-3.28809,-11328.9,0
N,0,3334,70070664,22,0.00325667,1.985,-3.12018,-11289,0
P,0,3334,70070664,22,0.00325667,1.985,-3.12018,-11289,0
N,0,3335,70070680,22,0.00627911,-2.46483,-3.43346,-11308.5,0
P,0,3335,70070680,22,0.00627911,-2.46483,-3.43346,-11308.5,0
N,0,3336,70070730,22,0.0015344,-0.288382,-3.52325,-11310.8,0
P,0,3336,70070730,22,0.0015344,-0.288382,-3.52325,-11310.8,0
N,0,3337,70070687,22,0.00126843,-0.0695813,-3.28464,-11284.2,0
P,0,3337,70070687,22,0.00126843,-0.0695813,-3.28464,-11284.2,0
N,0,3338,70070744,22,0.00291322,-1.83492,-2.65132,-11314.6,0
P,0,3338,70070744,22,0.00291322,-1.83492,-2.65132,-11314.6,0
N,0,3339,70070844,22,0.0029039,-0.0917011,-3.45233,-11295.4,0
P,0,3339,70070844,22,0.0029039,-0.0917011,-3.45233,-11295.4,0
N,0,3340,70070843,22,0.00233679,0.417901,-3.43899,-11292.4,0
P,0,3340,70070843,22,0.00233679,0.417901,-3.43899,-11292.4,0
N,0,3341,70070851,22,0.0344061,1.1842,-3.44818,-11305.6,0
P,0,3341,70070851,22,0.0344061,1.1842,-3.44818,-11305.6,0
N,0,3342,70070879,-11,0.00688316,1.0156,-3.52348,-11296.8,0
P,0,3342,70070879,-11,0.00688316,1.0156,-3.52348,-11296.8,0
N,0,3343,70070891,22,0.00133227,0.465501,-3.53014,-11295.9,0
P,0,3343,70070891,22,0.00133227,0.465501,-3.53014,-11295.9,0
N,0,3344,70070892,22,0.00245409,0.930889,-3.52257,-11296.1,0
P,0,3344,70070892,22,0.00245409,0.930889,-3.52257,-11296.1,0
N,0,3345,70070942,22,0.0124774,-1.50901,-3.42776,-11341.3,0
P,0,3345,70070942,22,0.0124774,-1.50901,-3.42776,-11341.3,0
N,0,3346,70070982,-11,0.00929294,2.32434,-3.29403,-11345.5,0
P,0,3346,70070982,-11,0.00929294,2.32434,-3.29403,-11345.5,0
N,0,3347,70070990,22,0.00149752,-1.51203,-3.28205,-11338.6,0
P,0,3347,70070990,22,0.00149752,-1.51203,-3.28205,-11338.6,0
N,0,3348,70070932,22,0.0010643,14.1503,4.22349,-11368.6,0
P,0,3348,70070932,22,0.0010643,14.1503,4.22349,-11368.6,0
N,0,3349,70071023,22,0.00226741,1.66354,-3.52422,-11361.1,0
P,0,3349,70071023,22,0.00226741,1.66354,-3.52422,-11361.1,0
N,0,3350,70071022,22,0.00262188,1.53496,-3.52383,-11361.3,0
P,0,3350,70071022,22,0.00262188,1.53496,-3.52383,-11361.3,0
N,0,3351,70071021,22,0.00167424,1.59354,-3.32513,-11361.3,0
P,0,3351,70071021,22,0.00167424,1.59354,-3.32513,-11361.3,0
N,0,3352,70071063,22,0.00106301,13.0586,-5.99539,-11350.3,0
P,0,3352,70071063,22,0.00106301,13.0586,-5.99539,-11350.3,0
N,0,3353,70071060,22,0.00942271,13.3336,2.18121,-11378,0
P,0,3353,70071060,22,0.00942271,13.3336,2.18121,-11378,0
N,0,3354,70071110,22,0.00161552,13.3397,4.98531,-11385.9,0
P,0,3354,70071110,22,0.00161552,13.3397,4.98531,-11385.9,0
N,0,3355,70071097,22,0.00153166,14.5259,-1.40338,-11360.7,0
P,0,3355,70071097,22,0.00153166,14.5259,-1.40338,-11360.7,0
N,0,3356,70071095,22,0.00350576,2.14832,-3.45193,-11332.9,0
P,0,3356,70071095,22,0.00350576,2.14832,-3.45193,-11332.9,0
N,0,3357,70071145,22,0.00702511,3.45151,-3.29307,-11339,0
P,0,3357,70071145,22,0.00702511,3.45151,-3.29307,-11339,0
N,0,3358,70071181,22,0.0119898,13.053,-6.04235,-11354.7,0
P,0,3358,70071181,22,0.0119898,13.053,-6.04235,-11354.7,0
N,0,3359,70071210,22,0.00141906,14.1331,-3.00337,-11318.4,0
P,0,3359,70071210,22,0.00141906,14.1331,-3.00337,-11318.4,0
N,0,3360,70071237,22,0.00595708,-3.45238,-3.28917,-11338.7,0
P,0,3360,70071237,22,0.00595708,-3.45238,-3.28917,-11338.7,0
N,0,3361,70071236,22,0.00577719,1.51481,-3.29213,-11345.8,0
P,0,3361,70071236,22,0.00577719,1.51481,-3.29213,-11345.8,0
N,0,3362,70071338,22,0.00278161,13.054,-6.04228,-11311.8,0
P,0,3362,70071338,22,0.00278161,13.054,-6.04228,-11311.8,0
N,0,3363,70071370,-11,0.0105574,3.03269,-3.53015,-11316.9,0
P,0,3363,70071370,-11,0.0105574,3.03269,-3.53015,-11316.9,0
N,0,3364,70071372,22,0.0043084,3.03413,-3.52435,-11316.9,0
P,0,3364,70071372,22,0.0043084,3.03413,-3.52435,-11316.9,0
N,0,3365,70071371,22,0.00277743,3.02596,-3.52396,-11316.9,0
P,0,3365,70071371,22,0.00277743,3.02596,-3.52396,-11316.9,0
N,0,3366,70071400,22,0.00101108,-0.0568509,-3.52261,-11292.8,0
P,0,3366,70071400,22,0.00101108,-0.0568509,-3.52261,-11292.8,0
N,0,3367,70071407,22,0.00942444,2.06311,-3.5236,-11291.7,0
P,0,3367,70071407,22,0.00942444,2.06311,-3.5236,-11291.7,0
N,0,3368,70071424,22,0.0595609,1.99262,-3.52195,-11291.2,0
P,0,3368,70071424,22,0.0595609,1.99262,-3.52195,-11291.2,0
N,0,3369,70071423,22,0.016365,1.98813,-3.52046,-11291.5,0
P,0,3369,70071423,22,0.016365,1.98813,-3.52046,-11291.5,0
N,0,3370,70071394,22,0.00606027,2.14335,-3.44613,-11293.1,0
P,0,3370,70071394,22,0.00606027,2.14335,-3.44613,-11293.1,0
N,0,3371,70071472,22,0.00223472,-1.83537,-3.29166,-11318.2,0
P,0,3371,70071472,22,0.00223472,-1.83537,-3.29166,-11318.2,0
N,0,3372,70071482,22,0.00118581,1.04591,-3.1263,-11287.1,0
P,0,3372,70071482,22,0.00118581,1.04591,-3.1263,-11287.1,0
N,0,3373,70071481,22,0.00502118,1.04441,-3.28849,-11287.2,0
P,0,3373,70071481,22,0.00502118,1.04441,-3.28849,-11287.2,0
N,0,3374,70071480,22,0.00120054,1.19749,-3.13122,-11287.2,0
P,0,3374,70071480,22,0.00120054,1.19749,-3.13122,-11287.2,0
N,0,3375,70071495,22,0.00285453,3.5236,-2.52355,-11277.8,0
P,0,3375,70071495,22,0.00285453,3.5236,-2.52355,-11277.8,0
N,0,3376,70064678,211,184.76,-0.135158,-0.614107,-11261.2,128
P,0,3376,70064678,211,184.76,-0.135158,-0.614107,-11261.2,5
N,0,3377,70064676,321,15.5089,0.332551,0.481259,-11261.2,9
P,0,3377,70064676,321,15.5089,0.332551,0.481259,-11261.2,0
N,0,3378,70105001,22,38.6343,0.0961751,0.424968,-11261.2,33
P,0,3378,70105001,22,38.6343,0.0961751,0.424968,-11261.2,0
N,0,3379,70105000,22,22.0686,0.182177,1.11705,-11261.2,23
P,0,3379,70105000,22,22.0686,0.182177,1.11705,-11261.2,0
N,0,3380,70064672,211,152.838,-0.108248,0.029187,-11261.2,62
P,0,3380,70064672,211,152.838,-0.108248,0.029187,-11261.2,1
N,0,3381,70137762,-211,7.76771,1.14924,1.46718,-11261.2,2
P,0,3381,70137762,-211,7.76771,1.14924,1.46718,-11261.2,2
N,0,3382,70137761,2212,101.953,0.542795,1.04492,-11261.2,49
P,0,3382,70137761,2212,101.953,0.542795,1.04492,-11261.2,3
N,0,3383,118,2112,676.659,-0.0438934,0.0369688,-11261.2,513
P,0,3383,118,2112,676.659,-0.0438934,0.0369688,-11261.2,11
N,0,3384,117,2112,827.966,0.00872394,-0.104154,-11261.2,628
P,0,3384,117,2112,827.966,0.00872394,-0.104154,-11261.2,12
N,0,3385,116,2112,598.479,0.0344883,-0.0366933,-11261.2,461
P,0,3385,116,2112,598.479,0.0344883,-0.0366933,-11261.2,3
N,0,3386,115,2112,516.208,0.0228744,0.0330797,-11261.2,347
P,0,3386,115,2112,516.208,0.0228744,0.0330797,-11261.2,2
N,0,3387,114,2112,227.05,0.0489839,0.00825783,-11261.2,106
P,0,3387,114,2112,227.05,0.0489839,0.00825783,-11261.2,3
N,0,3388,113,2112,891.284,0.0592176,0.0560984,-11261.2,0
P,0,3388,113,2112,891.284,0.0592176,0.0560984,-11261.2,0
N,0,3389,112,2112,276.369,-0.0526899,0.000821427,-11261.2,230
P,0,3389,112,2112,276.369,-0.0526899,0.000821427,-11261.2,1
N,0,3390,111,2112,682.261,0.0572967,0.0781652,-11261.2,278
P,0,3390,111,2112,682.261,0.0572967,0.0781652,-11261.2,2
N,0,3391,110,2112,175.981,-0.0232845,-0.0819202,-11261.2,143
P,0,3391,110,2112,175.981,-0.0232845,-0.0819202,-11261.2,1
N,0,3392,109,2112,167.632,0.0403273,0.0896668,-11261.2,112
P,0,3392,109,2112,167.632,0.0403273,0.0896668,-11261.2,4
N,0,3393,108,2112,654.801,0.00477126,0.0711705,-11261.2,503
P,0,3393,108,2112,654.801,0.00477126,0.0711705,-11261.2,11
N,0,3394,107,2112,323.055,0.00617635,-0.0459148,-11261.2,189
P,0,3394,107,2112,323.055,0.00617635,-0.0459148,-11261.2,4
N,0,3395,106,2112,614.252,-0.00258557,-0.0621485,-11261.2,513
P,0,3395,106,2112,614.252,-0.00258557,-0.0621485,-11261.2,9
N,0,3396,105,2112,759.243,-0.059958,-0.0457212,-11261.2,462
P,0,3396,105,2112,759.243,-0.059958,-0.0457212,-11261.2,11
N,0,3397,104,2112,875.302,0.0130034,-0.100838,-11261.2,702
P,0,3397,104,2112,875.302,0.0130034,-0.100838,-11261.2,13
N,0,3398,103,2112,448.455,0.037199,-0.031098,-11261.2,307
P,0,3398,103,2112,448.455,0.037199,-0.031098,-11261.2,7
N,0,3399,102,2112,548.114,0.0803437,0.027808,-11261.2,485
P,0,3399,102,2112,548.114,0.0803437,0.027808,-11261.2,1
N,0,3400,101,2112,407.264,-0.0707663,-0.0656804,-11261.2,11
P,0,3400,101,2112,407.264,-0.0707663,-0.0656804,-11261.2,0
N,0,3401,71477542,22,2.74929,1.44874,1.60141,-11261.2,1
P,0,3401,71477542,22,2.74929,1.44874,1.60141,-11261.2,0
N,0,3402,71477541,22,24.9288,0.93342,-0.8176,-11261.2,18
P,0,3402,71477541,22,24.9288,0.93342,-0.8176,-11261.2,0
N,0,3403,71485645,22,4.82551,1.81278,0.654319,-11261.2,7
P,0,3403,71485645,22,4.82551,1.81278,0.654319,-11261.2,0
N,0,3404,71485644,22,37.9728,0.545335,-0.171238,-11261.2,39
P,0,3404,71485644,22,37.9728,0.545335,-0.171238,-11261.2,0
N,0,3405,71498303,22,0.0130916,-2.15355,3.29173,-11290.6,0
P,0,3405,71498303,22,0.0130916,-2.15355,3.29173,-11290.6,0
N,0,3406,71498327,22,0.00122936,-2.32949,3.44092,-11297.5,0
P,0,3406,71498327,22,0.00122936,-2.32949,3.44092,-11297.5,0
N,0,3407,71498325,22,0.0114959,-2.48812,3.4534,-11300.2,0
P,0,3407,71498325,22,0.0114959,-2.48812,3.4534,-11300.2,0
N,0,3408,71498344,22,0.00213873,13.7322,2.58502,-11314.5,0
P,0,3408,71498344,22,0.00213873,13.7322,2.58502,-11314.5,0
N,0,3409,71498349,22,0.00507396,-0.0941268,3.4415,-11293.7,0
P,0,3409,71498349,22,0.00507396,-0.0941268,3.4415,-11293.7,0
N,0,3410,71498341,22,0.00114154,-1.34887,3.44632,-11314,0
P,0,3410,71498341,22,0.00114154,-1.34887,3.44632,-11314,0
N,0,3411,71498361,22,0.0122104,-2.62856,3.4522,-11302.5,0
P,0,3411,71498361,22,0.0122104,-2.62856,3.4522,-11302.5,0
N,0,3412,71498389,22,0.00100532,-3.52398,3.57287,-11293.7,0
P,0,3412,71498389,22,0.00100532,-3.52398,3.57287,-11293.7,0
N,0,3413,71498435,22,0.00525084,-0.976868,3.53103,-11293.5,0
P,0,3413,71498435,22,0.00525084,-0.976868,3.53103,-11293.5,0
N,0,3414,71498434,22,0.00287111,-0.965588,3.52844,-11293.6,0
P,0,3414,71498434,22,0.00287111,-0.965588,3.52844,-11293.6,0
N,0,3415,71498450,22,0.0024077,0.225582,3.44907,-11306.6,0
P,0,3415,71498450,22,0.0024077,0.225582,3.44907,-11306.6,0
N,0,3416,71498542,22,0.00882712,-1.37406,3.45039,-11305.3,0
P,0,3416,71498542,22,0.00882712,-1.37406,3.45039,-11305.3,0
N,0,3417,71498548,-11,0.00216781,-2.35199,3.5232,-11289.8,0
P,0,3417,71498548,-11,0.00216781,-2.35199,3.5232,-11289.8,0
N,0,3418,71498563,22,0.00130549,-2.94645,3.27653,-11288.5,0
P,0,3418,71498563,22,0.00130549,-2.94645,3.27653,-11288.5,0
N,0,3419,71498589,22,0.00197164,-3.52352,3.55338,-11312,0
P,0,3419,71498589,22,0.00197164,-3.52352,3.55338,-11312,0
N,0,3420,71498599,22,0.00151349,-3.52353,3.5864,-11283.4,0
P,0,3420,71498599,22,0.00151349,-3.52353,3.5864,-11283.4,0
N,0,3421,71498633,22,0.00676635,-2.46205,3.43912,-11287.6,0
P,0,3421,71498633,22,0.00676635,-2.46205,3.43912,-11287.6,0
N,0,3422,71498697,11,0.00254804,-2.8351,3.59895,-11289.6,0
P,0,3422,71498697,11,0.00254804,-2.8351,3.59895,-11289.6,0
N,0,3423,71498736,22,0.00719055,-2.78578,3.12365,-11274.9,0
P,0,3423,71498736,22,0.00719055,-2.78578,3.12365,-11274.9,0
N,0,3424,71498755,22,0.0187213,-0.415443,3.28069,-11289.2,0
P,0,3424,71498755,22,0.0187213,-0.415443,3.28069,-11289.2,0
N,0,3425,71498763,-11,0.0029812,-2.72278,3.52408,-11288.6,0
P,0,3425,71498763,-11,0.0029812,-2.72278,3.52408,-11288.6,0
N,0,3426,71498874,22,0.00164279,-1.57661,3.52398,-11331.6,0
P,0,3426,71498874,22,0.00164279,-1.57661,3.52398,-11331.6,0
N,0,3427,71498888,22,0.00717154,-3.52699,3.55866,-11298.5,0
P,0,3427,71498888,22,0.00717154,-3.52699,3.55866,-11298.5,0
